7
	1 2	3 1	1 1	1 5	1 3	2 1	1 4
0	1	 1	 0	 0	 0	 0	 0	 
1	0	 0	 0	 0	 0	 0	 0	 
2	1	 1	 0	 0	 0	 0	 0	 
3	1	 1	 0	 0	 0	 0	 0	 
4	1	 1	 0	 0	 0	 0	 0	 
5	0	 0	 0	 0	 0	 0	 1	 
6	1	 1	 0	 0	 0	 0	 0	 
7	1	 1	 0	 0	 0	 0	 0	 
8	1	 1	 0	 0	 0	 0	 0	 
9	0	 0	 0	 0	 0	 1	 0	 
10	1	 1	 0	 0	 0	 0	 0	 
11	1	 1	 0	 0	 0	 0	 0	 
12	1	 1	 0	 0	 0	 0	 0	 
13	0	 0	 0	 0	 0	 1	 1	 
14	1	 1	 0	 0	 0	 0	 0	 
15	1	 1	 0	 0	 0	 0	 0	 
16	1	 1	 0	 0	 0	 0	 0	 
17	0	 0	 0	 0	 1	 0	 0	 
18	1	 1	 0	 0	 0	 0	 0	 
19	1	 1	 0	 0	 0	 0	 0	 
20	1	 1	 0	 0	 0	 0	 0	 
21	0	 0	 0	 0	 1	 0	 1	 
22	1	 1	 0	 0	 0	 0	 0	 
23	1	 1	 0	 0	 0	 0	 0	 
24	1	 1	 0	 0	 0	 0	 0	 
25	0	 0	 0	 0	 1	 1	 0	 
26	1	 1	 0	 0	 0	 0	 0	 
27	1	 1	 0	 0	 0	 0	 0	 
28	1	 1	 0	 0	 0	 0	 0	 
29	0	 0	 0	 0	 1	 1	 1	 
30	1	 1	 0	 0	 0	 0	 0	 
31	1	 1	 0	 0	 0	 0	 0	 
32	1	 1	 0	 0	 0	 0	 0	 
33	0	 0	 0	 1	 0	 0	 0	 
34	1	 1	 0	 0	 0	 0	 0	 
35	1	 1	 0	 0	 0	 0	 0	 
36	1	 1	 0	 0	 0	 0	 0	 
37	0	 0	 0	 1	 0	 0	 1	 
38	1	 1	 0	 0	 0	 0	 0	 
39	1	 1	 0	 0	 0	 0	 0	 
40	1	 1	 0	 0	 0	 0	 0	 
41	0	 0	 0	 1	 0	 1	 0	 
42	1	 1	 0	 0	 0	 0	 0	 
43	1	 1	 0	 0	 0	 0	 0	 
44	1	 1	 0	 0	 0	 0	 0	 
45	0	 0	 0	 1	 0	 1	 1	 
46	1	 1	 0	 0	 0	 0	 0	 
47	1	 1	 0	 0	 0	 0	 0	 
48	1	 1	 0	 0	 0	 0	 0	 
49	0	 0	 0	 1	 1	 0	 0	 
50	1	 1	 0	 0	 0	 0	 0	 
51	1	 1	 0	 0	 0	 0	 0	 
52	1	 1	 0	 0	 0	 0	 0	 
53	0	 0	 0	 1	 1	 0	 1	 
54	1	 1	 0	 0	 0	 0	 0	 
55	1	 1	 0	 0	 0	 0	 0	 
56	0	 1	 1	 0	 0	 0	 0	 
57	0	 1	 1	 0	 0	 0	 0	 
58	0	 1	 1	 0	 0	 0	 0	 
59	0	 1	 1	 0	 0	 0	 0	 
60	0	 0	 0	 1	 1	 1	 0	 
61	0	 1	 1	 0	 0	 0	 0	 
62	0	 1	 1	 0	 0	 0	 0	 
63	0	 1	 1	 0	 0	 0	 0	 
64	0	 0	 0	 1	 1	 1	 1	 
65	0	 1	 1	 0	 0	 0	 0	 
66	0	 1	 1	 0	 0	 0	 0	 
67	0	 1	 1	 0	 0	 0	 0	 
68	0	 0	 1	 0	 0	 0	 0	 
69	0	 0	 1	 0	 0	 0	 1	 
70	0	 0	 0	 0	 0	 1	 0	 
71	0	 0	 0	 0	 0	 1	 0	 
72	0	 0	 0	 0	 0	 1	 0	 
73	0	 0	 1	 0	 0	 1	 0	 
74	0	 0	 0	 0	 0	 1	 0	 
75	0	 0	 0	 0	 0	 1	 0	 
76	0	 0	 0	 0	 0	 1	 0	 
77	0	 0	 1	 0	 0	 1	 1	 
78	0	 1	 1	 0	 0	 1	 0	 
79	0	 1	 1	 0	 0	 1	 0	 
80	0	 1	 1	 0	 0	 1	 0	 
81	0	 1	 1	 0	 0	 1	 0	 
82	0	 0	 1	 0	 1	 0	 0	 
83	0	 1	 1	 0	 0	 1	 0	 
84	0	 1	 1	 0	 0	 1	 0	 
85	0	 1	 1	 0	 0	 1	 0	 
86	0	 0	 1	 0	 1	 0	 1	 
87	0	 1	 1	 0	 0	 1	 0	 
88	0	 1	 1	 0	 0	 1	 0	 
89	0	 1	 1	 0	 0	 1	 0	 
90	0	 0	 1	 0	 1	 1	 0	 
91	0	 1	 1	 0	 0	 1	 0	 
92	0	 1	 1	 0	 0	 1	 0	 
93	0	 1	 1	 0	 0	 1	 0	 
94	0	 0	 1	 0	 1	 1	 1	 
95	0	 1	 1	 0	 0	 1	 0	 
96	0	 1	 1	 0	 0	 1	 0	 
97	0	 1	 1	 0	 0	 1	 0	 
98	0	 0	 1	 1	 0	 0	 0	 
99	0	 1	 1	 0	 0	 1	 0	 
100	0	 1	 1	 0	 0	 1	 0	 
101	0	 1	 1	 0	 0	 1	 0	 
102	0	 0	 1	 1	 0	 0	 1	 
103	0	 1	 1	 0	 0	 1	 0	 
104	0	 1	 1	 0	 0	 1	 0	 
105	0	 1	 1	 0	 0	 1	 0	 
106	0	 0	 1	 1	 0	 1	 0	 
107	0	 1	 1	 0	 0	 1	 0	 
108	0	 1	 1	 0	 0	 1	 0	 
109	0	 1	 1	 0	 0	 1	 0	 
110	0	 0	 1	 1	 0	 1	 1	 
111	0	 1	 1	 0	 0	 1	 0	 
112	0	 1	 1	 0	 0	 1	 0	 
113	0	 1	 1	 0	 0	 1	 0	 
114	0	 0	 1	 1	 1	 0	 0	 
115	0	 1	 1	 0	 0	 1	 0	 
116	0	 1	 1	 0	 0	 1	 0	 
117	0	 1	 1	 0	 0	 1	 0	 
118	0	 0	 1	 1	 1	 0	 1	 
119	0	 1	 1	 0	 0	 1	 0	 
120	0	 1	 1	 0	 0	 1	 0	 
121	0	 1	 1	 0	 0	 1	 0	 
122	0	 0	 1	 1	 1	 1	 0	 
123	0	 1	 1	 0	 0	 1	 0	 
124	0	 1	 1	 0	 0	 1	 0	 
125	0	 1	 1	 0	 0	 1	 0	 
126	0	 0	 1	 1	 1	 1	 1	 
127	0	 1	 1	 0	 0	 1	 0	 
128	0	 1	 1	 0	 0	 1	 0	 
129	0	 1	 1	 0	 0	 1	 0	 
130	0	 1	 0	 0	 0	 0	 0	 
131	0	 1	 1	 0	 0	 1	 0	 
132	0	 1	 1	 0	 0	 1	 0	 
133	0	 1	 1	 0	 0	 1	 0	 
134	0	 1	 0	 0	 0	 0	 1	 
135	0	 1	 1	 0	 0	 1	 0	 
136	0	 1	 1	 0	 0	 1	 0	 
137	0	 1	 1	 0	 0	 1	 0	 
138	0	 1	 0	 0	 0	 1	 0	 
139	0	 1	 1	 0	 0	 1	 0	 
140	0	 1	 1	 0	 0	 1	 0	 
141	0	 1	 1	 0	 0	 1	 0	 
142	0	 1	 0	 0	 0	 1	 1	 
143	0	 1	 1	 0	 0	 1	 0	 
144	0	 1	 1	 0	 0	 1	 0	 
145	0	 1	 1	 0	 1	 1	 0	 
146	0	 1	 1	 0	 1	 1	 0	 
147	0	 1	 1	 0	 1	 1	 0	 
148	0	 1	 1	 0	 1	 1	 0	 
149	0	 1	 0	 0	 1	 0	 0	 
150	0	 1	 1	 0	 1	 1	 0	 
151	0	 1	 1	 0	 1	 1	 0	 
152	0	 1	 1	 0	 1	 1	 0	 
153	0	 1	 0	 0	 1	 0	 1	 
154	0	 1	 1	 0	 1	 1	 0	 
155	0	 1	 1	 0	 1	 1	 0	 
156	0	 1	 1	 0	 1	 1	 0	 
157	0	 1	 0	 0	 1	 1	 0	 
158	0	 1	 1	 0	 1	 1	 0	 
159	0	 1	 1	 0	 1	 1	 0	 
160	0	 1	 1	 0	 1	 1	 0	 
161	0	 1	 0	 0	 1	 1	 1	 
162	0	 1	 1	 0	 1	 1	 0	 
163	0	 1	 1	 0	 1	 1	 0	 
164	0	 1	 1	 0	 1	 1	 0	 
165	0	 1	 0	 1	 0	 0	 0	 
166	0	 1	 1	 0	 1	 1	 0	 
167	0	 1	 1	 0	 1	 1	 0	 
168	0	 1	 1	 0	 1	 1	 0	 
169	0	 1	 0	 1	 0	 0	 1	 
170	0	 1	 1	 0	 1	 1	 0	 
171	0	 1	 1	 0	 1	 1	 0	 
172	0	 1	 1	 0	 1	 1	 0	 
173	0	 1	 0	 1	 0	 1	 0	 
174	0	 1	 1	 0	 1	 1	 0	 
175	0	 1	 1	 0	 1	 1	 0	 
176	0	 1	 1	 0	 1	 1	 0	 
177	1	 0	 0	 0	 0	 1	 0	 
178	1	 0	 0	 0	 0	 1	 0	 
179	0	 1	 0	 1	 0	 1	 1	 
180	0	 0	 0	 0	 0	 0	 0	 
181	0	 0	 0	 0	 0	 0	 0	 
182	0	 0	 0	 0	 0	 0	 0	 
183	0	 1	 0	 1	 1	 0	 0	 
184	0	 0	 0	 0	 0	 0	 0	 
185	0	 0	 0	 0	 0	 0	 0	 
186	0	 0	 0	 0	 0	 0	 0	 
187	0	 1	 0	 1	 1	 0	 1	 
188	0	 0	 0	 0	 0	 0	 0	 
189	0	 0	 0	 0	 0	 0	 0	 
190	0	 0	 0	 0	 0	 0	 0	 
191	0	 1	 0	 1	 1	 1	 0	 
192	0	 0	 0	 0	 0	 0	 0	 
193	0	 0	 0	 0	 0	 0	 0	 
194	0	 0	 0	 0	 0	 0	 0	 
195	0	 1	 0	 1	 1	 1	 1	 
196	0	 0	 0	 0	 0	 0	 0	 
197	0	 0	 0	 0	 0	 0	 0	 
198	0	 0	 0	 0	 0	 0	 0	 
199	0	 1	 1	 0	 0	 0	 1	 
200	0	 0	 0	 0	 0	 0	 0	 
201	0	 0	 0	 0	 0	 0	 0	 
202	0	 0	 0	 0	 0	 0	 0	 
203	0	 1	 1	 0	 0	 1	 1	 
204	0	 0	 0	 0	 0	 0	 0	 
205	0	 0	 0	 0	 0	 0	 0	 
206	0	 0	 0	 0	 0	 0	 0	 
207	0	 1	 1	 0	 1	 0	 0	 
208	0	 0	 0	 0	 0	 0	 0	 
209	0	 0	 0	 0	 0	 0	 0	 
210	0	 0	 0	 0	 0	 0	 0	 
211	0	 1	 1	 0	 1	 0	 1	 
212	0	 0	 0	 0	 0	 0	 0	 
213	0	 0	 0	 0	 0	 0	 0	 
214	0	 0	 0	 0	 0	 0	 0	 
215	0	 1	 1	 0	 1	 1	 1	 
216	0	 0	 0	 0	 0	 0	 0	 
217	0	 0	 0	 0	 0	 0	 0	 
218	0	 0	 0	 0	 0	 0	 0	 
219	0	 1	 1	 1	 0	 0	 0	 
220	0	 0	 0	 0	 0	 0	 0	 
221	0	 0	 0	 0	 0	 0	 0	 
222	0	 0	 0	 0	 0	 0	 0	 
223	0	 1	 1	 1	 0	 0	 1	 
224	0	 0	 0	 0	 0	 0	 0	 
225	0	 0	 0	 0	 0	 0	 0	 
226	0	 0	 0	 0	 0	 0	 0	 
227	0	 1	 1	 1	 0	 1	 0	 
228	0	 0	 0	 0	 0	 0	 0	 
229	0	 0	 0	 0	 0	 0	 0	 
230	0	 0	 0	 0	 0	 0	 0	 
231	0	 1	 1	 1	 0	 1	 1	 
232	0	 0	 0	 0	 0	 0	 0	 
233	0	 0	 0	 0	 0	 0	 0	 
234	0	 0	 0	 0	 0	 0	 0	 
235	0	 1	 1	 1	 1	 0	 0	 
236	0	 0	 0	 0	 0	 0	 0	 
237	0	 0	 0	 0	 0	 0	 0	 
238	0	 0	 0	 0	 0	 0	 0	 
239	0	 1	 1	 1	 1	 0	 1	 
240	0	 0	 0	 0	 0	 0	 0	 
241	0	 0	 0	 0	 0	 0	 0	 
242	0	 0	 0	 0	 0	 0	 0	 
243	0	 1	 1	 1	 1	 1	 0	 
244	0	 0	 0	 0	 0	 0	 0	 
245	0	 0	 0	 0	 0	 0	 0	 
