7
	1 2	3 1	1 1	1 5	1 3	2 1	1 4
0	1	 1	 0	 0	 0	 0	 0	 
1	1	 1	 0	 0	 0	 0	 0	 
2	0	 0	 0	 0	 0	 0	 0	 
3	0	 0	 0	 0	 0	 0	 1	 
4	1	 1	 0	 0	 0	 0	 0	 
5	0	 0	 0	 0	 0	 1	 0	 
6	1	 1	 0	 0	 0	 0	 0	 
7	0	 0	 0	 0	 0	 1	 1	 
8	1	 1	 0	 0	 0	 0	 0	 
9	0	 0	 0	 0	 1	 0	 0	 
10	1	 1	 0	 0	 0	 0	 0	 
11	0	 0	 0	 0	 1	 0	 1	 
12	1	 1	 0	 0	 0	 0	 0	 
13	0	 1	 1	 0	 0	 0	 0	 
14	0	 1	 1	 0	 0	 0	 0	 
15	0	 0	 0	 0	 1	 1	 0	 
16	0	 0	 0	 0	 1	 1	 1	 
17	0	 1	 1	 0	 0	 0	 0	 
18	0	 0	 0	 1	 0	 0	 0	 
19	0	 1	 1	 0	 0	 0	 0	 
20	0	 0	 0	 1	 0	 0	 1	 
21	0	 1	 1	 0	 0	 0	 0	 
22	0	 0	 0	 1	 0	 1	 0	 
23	0	 1	 1	 0	 0	 0	 0	 
24	0	 0	 0	 1	 0	 1	 1	 
25	0	 1	 1	 0	 0	 0	 0	 
26	0	 0	 0	 1	 1	 0	 0	 
27	0	 1	 1	 0	 0	 0	 0	 
28	0	 0	 0	 1	 1	 0	 1	 
29	0	 0	 0	 1	 1	 1	 0	 
30	0	 1	 1	 0	 0	 0	 0	 
31	0	 0	 0	 1	 1	 1	 1	 
32	0	 1	 1	 0	 0	 0	 0	 
33	0	 0	 1	 0	 0	 0	 0	 
34	0	 1	 1	 0	 0	 0	 0	 
35	1	 0	 0	 0	 0	 0	 0	 
36	1	 0	 0	 0	 0	 0	 0	 
37	0	 0	 1	 0	 0	 0	 1	 
38	1	 0	 0	 0	 0	 0	 0	 
39	0	 0	 1	 0	 0	 1	 0	 
40	1	 0	 0	 0	 0	 0	 0	 
41	0	 0	 1	 0	 0	 1	 1	 
42	1	 0	 0	 0	 0	 0	 0	 
43	0	 0	 1	 0	 1	 0	 0	 
44	1	 0	 0	 0	 0	 0	 0	 
45	0	 0	 1	 0	 1	 0	 1	 
46	1	 0	 0	 0	 0	 0	 0	 
47	0	 0	 1	 0	 1	 1	 0	 
48	1	 0	 0	 0	 0	 0	 0	 
49	0	 0	 1	 0	 1	 1	 1	 
50	0	 0	 0	 0	 0	 1	 0	 
51	0	 0	 1	 1	 0	 0	 0	 
52	0	 0	 1	 1	 0	 0	 1	 
53	0	 0	 0	 0	 0	 1	 0	 
54	0	 0	 1	 1	 0	 1	 0	 
55	0	 0	 0	 0	 0	 1	 0	 
56	0	 0	 1	 1	 0	 1	 1	 
57	0	 0	 0	 0	 0	 1	 0	 
58	0	 0	 1	 1	 1	 0	 0	 
59	0	 0	 0	 0	 0	 1	 0	 
60	0	 0	 1	 1	 1	 0	 1	 
61	0	 0	 0	 0	 0	 1	 0	 
62	0	 0	 1	 1	 1	 1	 0	 
63	0	 0	 0	 0	 0	 1	 0	 
64	0	 0	 1	 1	 1	 1	 1	 
65	0	 0	 0	 0	 0	 1	 0	 
66	0	 1	 0	 0	 0	 0	 0	 
67	0	 0	 0	 0	 0	 1	 0	 
68	0	 1	 0	 0	 0	 0	 1	 
