7
	1 2	3 1	1 1	1 5	1 3	2 1	1 4
0	1	 1	 0	 0	 0	 0	 0	 
1	0	 0	 0	 0	 0	 0	 0	 
2	1	 1	 0	 0	 0	 0	 0	 
3	0	 0	 0	 0	 0	 0	 1	 
4	1	 1	 0	 0	 0	 0	 0	 
5	0	 0	 0	 0	 0	 1	 0	 
6	1	 1	 0	 0	 0	 0	 0	 
7	0	 0	 0	 0	 0	 1	 1	 
8	1	 1	 0	 0	 0	 0	 0	 
9	0	 0	 0	 0	 1	 0	 0	 
10	0	 0	 0	 0	 1	 0	 1	 
11	1	 1	 0	 0	 0	 0	 0	 
12	0	 0	 0	 0	 1	 1	 0	 
13	1	 1	 0	 0	 0	 0	 0	 
14	0	 0	 0	 0	 1	 1	 1	 
15	1	 1	 0	 0	 0	 0	 0	 
16	0	 0	 0	 1	 0	 0	 0	 
17	1	 1	 0	 0	 0	 0	 0	 
18	0	 0	 0	 1	 0	 0	 1	 
19	1	 1	 0	 0	 0	 0	 0	 
20	0	 0	 0	 1	 0	 1	 0	 
21	1	 1	 0	 0	 0	 0	 0	 
22	0	 1	 1	 0	 0	 0	 0	 
23	0	 1	 1	 0	 0	 0	 0	 
24	0	 0	 0	 1	 0	 1	 1	 
25	0	 1	 1	 0	 0	 0	 0	 
26	0	 0	 0	 1	 1	 0	 0	 
27	0	 1	 1	 0	 0	 0	 0	 
28	0	 0	 0	 1	 1	 0	 1	 
29	0	 0	 0	 1	 1	 1	 0	 
30	0	 1	 1	 0	 0	 0	 0	 
31	0	 0	 0	 1	 1	 1	 1	 
32	0	 1	 1	 0	 0	 0	 0	 
33	0	 0	 1	 0	 0	 0	 0	 
34	0	 1	 1	 0	 0	 0	 0	 
35	0	 0	 1	 0	 0	 0	 1	 
36	0	 1	 1	 0	 0	 0	 0	 
37	0	 0	 1	 0	 0	 1	 0	 
38	0	 1	 1	 0	 0	 0	 0	 
39	0	 0	 1	 0	 0	 1	 1	 
40	0	 1	 1	 0	 0	 0	 0	 
41	0	 0	 1	 0	 1	 0	 0	 
42	0	 1	 1	 0	 0	 0	 0	 
43	0	 0	 1	 0	 1	 0	 1	 
44	0	 1	 1	 0	 0	 0	 0	 
45	0	 0	 1	 0	 1	 1	 0	 
46	0	 1	 1	 0	 0	 0	 0	 
47	0	 0	 1	 0	 1	 1	 1	 
48	0	 0	 1	 1	 0	 0	 0	 
49	1	 0	 0	 0	 0	 0	 0	 
50	1	 0	 0	 0	 0	 0	 0	 
51	0	 0	 1	 1	 0	 0	 1	 
52	0	 0	 1	 1	 0	 1	 0	 
53	1	 0	 0	 0	 0	 0	 0	 
54	0	 0	 1	 1	 0	 1	 1	 
55	1	 0	 0	 0	 0	 0	 0	 
56	0	 0	 1	 1	 1	 0	 0	 
57	1	 0	 0	 0	 0	 0	 0	 
58	0	 0	 1	 1	 1	 0	 1	 
59	1	 0	 0	 0	 0	 0	 0	 
60	0	 0	 1	 1	 1	 1	 0	 
61	1	 0	 0	 0	 0	 0	 0	 
62	0	 0	 1	 1	 1	 1	 1	 
63	1	 0	 0	 0	 0	 0	 0	 
64	0	 1	 0	 0	 0	 0	 0	 
65	1	 0	 0	 0	 0	 0	 0	 
66	0	 1	 0	 0	 0	 0	 1	 
67	1	 0	 0	 0	 0	 0	 0	 
68	0	 1	 0	 0	 0	 1	 0	 
69	1	 0	 0	 0	 0	 0	 0	 
70	0	 1	 1	 1	 0	 0	 0	 
71	0	 1	 1	 1	 0	 0	 0	 
72	0	 1	 0	 0	 0	 1	 1	 
73	0	 1	 1	 1	 0	 0	 0	 
74	0	 1	 0	 0	 1	 0	 0	 
75	0	 0	 0	 0	 0	 1	 0	 
76	0	 1	 0	 0	 1	 0	 1	 
77	0	 0	 0	 0	 0	 1	 0	 
78	0	 1	 0	 0	 1	 1	 0	 
79	0	 0	 0	 0	 0	 1	 0	 
80	0	 1	 0	 0	 1	 1	 1	 
81	0	 0	 0	 0	 0	 1	 0	 
82	0	 1	 0	 1	 0	 0	 0	 
83	0	 0	 0	 0	 0	 1	 0	 
84	0	 1	 0	 1	 0	 0	 1	 
85	0	 0	 0	 0	 0	 1	 0	 
86	0	 1	 0	 1	 0	 1	 0	 
87	0	 0	 0	 0	 0	 1	 0	 
88	0	 1	 0	 1	 0	 1	 1	 
89	0	 0	 0	 0	 0	 1	 0	 
90	0	 1	 0	 1	 1	 0	 0	 
91	0	 0	 0	 0	 0	 1	 0	 
92	0	 1	 0	 1	 1	 0	 1	 
93	0	 0	 0	 0	 0	 1	 0	 
94	0	 1	 0	 1	 1	 1	 0	 
95	0	 0	 0	 0	 0	 1	 0	 
96	0	 1	 0	 1	 1	 1	 1	 
97	0	 0	 0	 0	 0	 1	 0	 
98	0	 1	 1	 0	 0	 0	 1	 
99	0	 0	 0	 0	 0	 1	 0	 
100	0	 1	 1	 0	 0	 1	 0	 
101	0	 0	 0	 0	 0	 1	 0	 
102	0	 1	 1	 0	 0	 1	 1	 
103	0	 0	 0	 0	 0	 1	 0	 
104	0	 1	 1	 0	 1	 0	 0	 
105	0	 0	 0	 0	 0	 1	 0	 
106	0	 1	 1	 0	 1	 0	 1	 
107	0	 0	 0	 0	 0	 1	 0	 
108	0	 1	 1	 0	 1	 1	 0	 
109	0	 0	 0	 0	 0	 1	 0	 
110	0	 1	 1	 0	 1	 1	 1	 
111	0	 0	 0	 0	 0	 1	 0	 
112	0	 1	 1	 1	 0	 0	 1	 
113	0	 0	 0	 0	 0	 1	 0	 
114	0	 1	 1	 1	 0	 1	 0	 
115	0	 0	 0	 0	 0	 1	 0	 
116	0	 1	 1	 1	 0	 1	 1	 
117	0	 0	 0	 0	 0	 1	 0	 
118	0	 1	 1	 1	 1	 0	 0	 
119	0	 0	 0	 0	 0	 1	 0	 
120	0	 1	 1	 1	 1	 0	 1	 
121	0	 0	 0	 0	 0	 1	 0	 
122	0	 1	 1	 1	 1	 1	 0	 
123	0	 0	 0	 0	 0	 1	 0	 
124	0	 1	 1	 1	 1	 1	 1	 
125	0	 0	 0	 0	 0	 1	 0	 
126	1	 0	 0	 0	 0	 0	 1	 
127	0	 0	 0	 0	 0	 1	 0	 
128	1	 0	 0	 0	 0	 1	 0	 
129	0	 0	 0	 0	 0	 1	 0	 
130	1	 0	 0	 0	 0	 1	 1	 
131	0	 0	 0	 0	 0	 1	 0	 
132	1	 0	 0	 0	 1	 0	 0	 
133	0	 0	 0	 0	 0	 1	 0	 
134	1	 0	 0	 0	 1	 0	 1	 
135	0	 0	 0	 0	 0	 1	 0	 
136	1	 0	 0	 0	 1	 1	 0	 
137	0	 0	 0	 0	 0	 1	 0	 
138	1	 0	 0	 0	 1	 1	 1	 
139	0	 0	 0	 0	 0	 1	 0	 
140	1	 0	 0	 1	 0	 0	 0	 
141	0	 0	 0	 0	 0	 1	 0	 
142	1	 0	 0	 1	 0	 0	 1	 
143	0	 0	 0	 0	 0	 1	 0	 
144	1	 0	 0	 1	 0	 1	 0	 
145	0	 0	 0	 0	 0	 1	 0	 
146	1	 0	 0	 1	 0	 1	 1	 
147	0	 0	 0	 0	 0	 1	 0	 
148	1	 0	 0	 1	 1	 0	 0	 
149	0	 0	 0	 0	 0	 1	 0	 
150	1	 0	 0	 1	 1	 0	 1	 
151	0	 0	 0	 0	 0	 1	 0	 
152	1	 0	 0	 1	 1	 1	 0	 
153	0	 0	 0	 0	 0	 1	 0	 
154	1	 0	 0	 1	 1	 1	 1	 
155	0	 0	 0	 0	 0	 1	 0	 
156	1	 0	 1	 0	 0	 0	 0	 
157	0	 0	 0	 0	 0	 1	 0	 
158	1	 0	 1	 0	 0	 0	 1	 
159	0	 0	 0	 0	 0	 1	 0	 
160	1	 0	 1	 0	 0	 1	 0	 
161	0	 0	 0	 0	 0	 1	 0	 
162	1	 0	 1	 0	 0	 1	 1	 
163	0	 0	 0	 0	 0	 1	 0	 
164	1	 0	 1	 0	 1	 0	 0	 
165	0	 0	 0	 0	 0	 1	 0	 
166	1	 0	 1	 0	 1	 0	 1	 
167	0	 0	 0	 0	 0	 1	 0	 
168	1	 0	 1	 0	 1	 1	 0	 
169	0	 0	 0	 0	 0	 1	 0	 
170	1	 0	 1	 0	 1	 1	 1	 
171	0	 0	 0	 0	 0	 1	 0	 
172	1	 0	 1	 1	 0	 0	 0	 
173	0	 0	 0	 0	 0	 1	 0	 
174	1	 0	 1	 1	 0	 0	 1	 
175	0	 0	 0	 0	 0	 1	 0	 
176	1	 0	 1	 1	 0	 1	 0	 
177	0	 0	 0	 0	 0	 1	 0	 
178	1	 0	 1	 1	 0	 1	 1	 
179	0	 0	 0	 0	 0	 1	 0	 
180	1	 0	 1	 1	 1	 0	 0	 
181	0	 0	 0	 0	 0	 1	 0	 
182	1	 0	 1	 1	 1	 0	 1	 
183	0	 0	 0	 0	 0	 1	 0	 
184	1	 0	 1	 1	 1	 1	 0	 
185	0	 0	 0	 0	 0	 1	 0	 
186	1	 0	 1	 1	 1	 1	 1	 
187	0	 0	 0	 0	 0	 1	 0	 
188	1	 1	 0	 0	 0	 0	 1	 
189	0	 0	 0	 0	 0	 1	 0	 
190	1	 1	 0	 0	 0	 1	 0	 
191	0	 0	 0	 0	 0	 1	 0	 
192	1	 1	 0	 0	 0	 1	 1	 
193	0	 0	 0	 0	 0	 1	 0	 
194	1	 1	 0	 0	 1	 0	 0	 
195	0	 0	 0	 0	 0	 1	 0	 
196	1	 1	 0	 0	 1	 0	 1	 
197	0	 0	 0	 0	 0	 1	 0	 
198	1	 1	 0	 0	 1	 1	 0	 
199	0	 0	 0	 0	 0	 1	 0	 
200	1	 1	 0	 0	 1	 1	 1	 
201	0	 0	 0	 0	 0	 1	 0	 
202	1	 1	 0	 1	 0	 0	 0	 
203	0	 0	 0	 0	 0	 1	 0	 
204	1	 1	 0	 1	 0	 0	 1	 
205	0	 0	 0	 0	 0	 1	 0	 
206	1	 1	 0	 1	 0	 1	 0	 
207	0	 0	 0	 0	 0	 1	 0	 
208	1	 1	 0	 1	 0	 1	 1	 
209	0	 0	 0	 0	 0	 1	 0	 
210	1	 1	 0	 1	 1	 0	 0	 
211	0	 0	 0	 0	 0	 1	 0	 
212	1	 1	 0	 1	 1	 0	 1	 
213	0	 0	 0	 0	 0	 1	 0	 
214	1	 1	 0	 1	 1	 1	 0	 
215	0	 0	 0	 0	 0	 1	 0	 
216	1	 1	 0	 1	 1	 1	 1	 
217	0	 0	 0	 0	 0	 1	 0	 
218	1	 1	 1	 0	 0	 0	 0	 
219	0	 0	 0	 0	 0	 1	 0	 
220	1	 1	 1	 0	 0	 0	 1	 
221	0	 0	 0	 0	 0	 1	 0	 
222	1	 1	 1	 0	 0	 1	 0	 
223	0	 0	 0	 0	 0	 1	 0	 
224	1	 1	 1	 0	 0	 1	 1	 
225	0	 0	 0	 0	 0	 1	 0	 
226	1	 1	 1	 0	 1	 0	 0	 
227	0	 0	 0	 0	 0	 1	 0	 
228	1	 1	 1	 0	 1	 0	 1	 
229	0	 0	 0	 0	 0	 1	 0	 
230	1	 1	 1	 0	 1	 1	 0	 
231	0	 0	 0	 0	 0	 1	 0	 
232	1	 1	 1	 0	 1	 1	 1	 
233	0	 0	 0	 0	 0	 1	 0	 
234	1	 1	 1	 1	 0	 0	 0	 
235	0	 0	 0	 0	 0	 1	 0	 
236	1	 1	 1	 1	 0	 0	 1	 
237	1	 1	 1	 1	 0	 1	 0	 
238	0	 1	 1	 0	 0	 1	 0	 
239	1	 1	 1	 1	 0	 1	 1	 
240	0	 1	 1	 0	 0	 1	 0	 
241	1	 1	 1	 1	 1	 0	 0	 
242	0	 1	 1	 0	 0	 1	 0	 
243	1	 1	 1	 1	 1	 0	 1	 
244	0	 1	 1	 0	 0	 1	 0	 
245	1	 1	 1	 1	 1	 1	 0	 
