6
	1 2	3 1	1 1	1 5	1 3	2 1	
0	 1	 1	 0	 0	 0	 0
1	 1	 1	 0	 0	 0	 0
1	 1	 1	 0	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
4	 0	 1	 1	 0	 0	 0
5	 0	 1	 1	 0	 0	 0
5	 0	 1	 1	 0	 0	 0
5	 0	 1	 1	 0	 0	 0
7	 0	 1	 1	 0	 0	 0
7	 0	 1	 1	 0	 0	 0
7	 0	 1	 1	 0	 0	 0
7	 0	 1	 1	 0	 0	 0
7	 0	 1	 1	 0	 0	 0
7	 0	 1	 1	 0	 0	 0
7	 0	 1	 1	 0	 0	 0
7	 0	 1	 1	 0	 0	 0
7	 0	 1	 1	 0	 0	 0
7	 0	 1	 1	 0	 0	 0
8	 1	 0	 0	 0	 0	 0
8	 1	 0	 0	 0	 0	 0
8	 1	 0	 0	 0	 0	 0
8	 1	 0	 0	 0	 0	 0
8	 1	 0	 0	 0	 0	 0
9	 1	 0	 0	 0	 0	 0
9	 1	 0	 0	 0	 0	 0
9	 1	 0	 0	 0	 0	 0
9	 1	 0	 0	 0	 0	 0
9	 1	 0	 0	 0	 0	 0
9	 1	 0	 0	 0	 0	 0
9	 1	 0	 0	 0	 0	 0
